test,test,test,test,1,111111111111111111111111111111
Lima,Arequipa,Directo,17-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,11-05-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,21-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,06-04-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,10-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,09-11-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,11-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,03-01-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,03-01-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,08-04-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,02-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,27-02-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,15-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,17-10-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,26-03-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,27-10-2026,150,111111111111111111111111111111
Piura,Lima,Directo,02-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,09-04-2026,100,111111111111111111111111111111
Lima,Cusco,Directo,21-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,24-08-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,25-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,08-04-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,17-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,05-01-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,20-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,20-10-2026,250,111111111111111111111111111111
Piura,Lima,Directo,19-10-2026,100,111111111111111111111111111111
Lima,Piura,Directo,21-08-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,12-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,15-03-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,06-06-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,27-06-2026,150,111111111111111111111111111111
Piura,Lima,Directo,01-06-2026,100,111111111111111111111111111111
Lima,Piura,Directo,23-09-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,02-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,26-02-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,01-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,06-05-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,21-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,12-06-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,27-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-01-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,13-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,17-09-2026,300,111111111111111111111111111111
Piura,Lima,Directo,08-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,22-01-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,09-01-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,13-10-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,11-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,16-10-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,10-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,13-02-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,19-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,04-03-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,17-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,06-12-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,24-03-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,24-12-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,25-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,20-08-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,23-01-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,15-06-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,24-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,22-10-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,21-02-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,26-01-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,27-06-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,26-09-2026,150,111111111111111111111111111111
Piura,Lima,Directo,10-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,15-08-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,07-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,22-07-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,17-04-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,23-11-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,20-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,24-12-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,01-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,26-02-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,02-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,18-03-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,10-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,19-10-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,14-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,12-12-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,19-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,24-05-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,17-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,05-03-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,14-11-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,21-09-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,07-01-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,14-04-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,22-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,02-01-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,23-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,11-01-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,01-01-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,13-09-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,15-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,19-12-2026,80,111111111111111111111111111111
Piura,Lima,Directo,17-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,12-07-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,27-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,04-12-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,02-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,04-10-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,13-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,09-08-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,18-10-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,20-01-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,05-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,28-03-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,28-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,10-06-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,27-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,11-11-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,25-01-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,09-05-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,16-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,24-12-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,15-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,04-06-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,12-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,21-11-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,22-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,19-09-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,27-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,07-11-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,04-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,08-03-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,27-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,10-06-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,15-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,19-01-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,17-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,21-12-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,22-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,19-05-2026,150,111111111111111111111111111111
Piura,Lima,Directo,05-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,01-07-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,01-06-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,22-10-2026,250,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,13-10-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,03-08-2026,200,111111111111111111111111111111
Piura,Lima,Directo,07-06-2026,100,111111111111111111111111111111
Lima,Piura,Directo,22-10-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,14-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,02-05-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,08-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,28-07-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,20-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,04-02-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,17-02-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,27-05-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,23-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,22-12-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,16-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,02-06-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,21-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,22-06-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,24-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,01-08-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,19-09-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,21-03-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,26-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-09-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,15-06-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,13-10-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,20-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,22-07-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,12-03-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,21-01-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,02-07-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,04-08-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,25-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,08-05-2026,150,111111111111111111111111111111
Piura,Lima,Directo,14-10-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-11-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,08-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,18-03-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,15-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,05-05-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,23-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,21-08-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,08-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,15-07-2026,350,111111111111111111111111111111
Piura,Lima,Directo,04-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,13-01-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,01-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,12-09-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,06-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,22-10-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,22-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,17-12-2026,200,111111111111111111111111111111
Piura,Lima,Directo,08-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,11-08-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,13-02-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-06-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,05-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,09-12-2026,150,111111111111111111111111111111
Piura,Lima,Directo,03-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,18-03-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,24-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,07-07-2026,80,111111111111111111111111111111
Piura,Lima,Directo,03-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,25-03-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,15-11-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,04-05-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,12-03-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,06-10-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,05-10-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-06-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,11-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,11-07-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,20-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,17-06-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,10-03-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-03-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,08-11-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,16-07-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,21-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,27-01-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,08-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,21-09-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,06-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,25-06-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,23-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,26-02-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,23-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-06-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,16-07-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,01-10-2026,250,111111111111111111111111111111
Piura,Lima,Directo,01-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,21-08-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,09-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,15-11-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,24-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,03-04-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,11-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,05-07-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,17-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,04-01-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,20-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,12-06-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,23-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-06-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,05-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,28-02-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,27-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,28-01-2026,350,111111111111111111111111111111
